Nº BO;FATO;FATO AGRUPADO;BAIRRO DO FATO;UF DO FATO;MUNICÍPIO DO FATO;CÓDIGO IBGE;ANO DO FATO;DATA DO FATO;HORA DO FATO;ENVOLVIMENTO;SEXO;NACIONALIDADE;ESCOLARIDADE;COR/RAÇA;IDADE NO FATO
758/2020 - 1DP-PARANAIBA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;PARANAÍBA;5006309;2020;14/05/2020;17:45:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;31.0
758/2020 - 1DP-PARANAIBA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;PARANAÍBA;5006309;2020;14/05/2020;17:45:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;BRANCA;30.0
758/2020 - 1DP-PARANAIBA;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;PARANAÍBA;5006309;2020;14/05/2020;17:45:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;31.0
758/2020 - 1DP-PARANAIBA;FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;PARANAÍBA;5006309;2020;14/05/2020;17:45:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;BRANCA;30.0
396/2020 - DP-ANASTACIO;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CRISTO REI;MS;ANASTÁCIO;5000708;2020;09/05/2020;04:45:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;BRANCA;34.0
396/2020 - DP-ANASTACIO;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CRISTO REI;MS;ANASTÁCIO;5000708;2020;09/05/2020;04:45:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;35.0
2502/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;MORADA VERDE;MS;CAMPO GRANDE;5002704;2020;01/05/2020;13:48:00;AUTOR;MASCULINO;BRASILEIRO(A);NAO ALFABETIZADO;PARDA;39.0
2502/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;MORADA VERDE;MS;CAMPO GRANDE;5002704;2020;01/05/2020;13:48:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;39.0
16067/2020 - DEVIR;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARQUE DO LAGEADO;MS;CAMPO GRANDE;5002704;2020;14/04/2020;00:40:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;26.0
16067/2020 - DEVIR;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARQUE DO LAGEADO;MS;CAMPO GRANDE;5002704;2020;14/04/2020;00:40:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;21.0
2100/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;NUCLEO HABITACIONAL UNIVERSITARIAS;MS;CAMPO GRANDE;5002704;2020;09/04/2020;16:55:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;45.0
2100/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;NUCLEO HABITACIONAL UNIVERSITARIAS;MS;CAMPO GRANDE;5002704;2020;09/04/2020;16:55:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;N/I;72.0
310/2020 - DP-MIRANDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;MIRANDA;5005608;2020;07/04/2020;08:40:00;AUTOR;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;N/I;18.0
310/2020 - DP-MIRANDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;MIRANDA;5005608;2020;07/04/2020;08:40:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;23.0
310/2020 - DP-MIRANDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;MIRANDA;5005608;2020;07/04/2020;08:40:00;VÍTIMA;FEMININO;BRASILEIRO(A);NAO ALFABETIZADO;N/I;0.0
14647/2020 - DEVIR;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM JOQUEI CLUB;MS;CAMPO GRANDE;5002704;2020;04/04/2020;11:10:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;33.0
14647/2020 - DEVIR;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM JOQUEI CLUB;MS;CAMPO GRANDE;5002704;2020;04/04/2020;11:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;BRANCA;36.0
141/2020 - DAM-AQUIDAUANA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;NOVA AQUIDAUANA;MS;AQUIDAUANA;5001102;2020;03/04/2020;14:20:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;38.0
141/2020 - DAM-AQUIDAUANA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;NOVA AQUIDAUANA;MS;AQUIDAUANA;5001102;2020;03/04/2020;14:20:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
224/2020 - DP-AGUA CLARA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM NOVA AGUA CLARA;MS;ÁGUA CLARA;5000203;2020;25/03/2020;18:00:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR COMPLETO;BRANCA;40.0
224/2020 - DP-AGUA CLARA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;JARDIM NOVA AGUA CLARA;MS;ÁGUA CLARA;5000203;2020;25/03/2020;18:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;BRANCA;26.0
263/2020 - DP-RIO BRILHANTE;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;RIO BRILHANTE;5007208;2020;09/03/2020;01:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;23.0
263/2020 - DP-RIO BRILHANTE;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;RIO BRILHANTE;5007208;2020;09/03/2020;01:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;42.0
1345/2020 - 1DEAM;HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;35.0
1345/2020 - 1DEAM;HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;28.0
1345/2020 - 1DEAM;HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;VÍTIMA;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;32.0
1345/2020 - 1DEAM;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;35.0
1345/2020 - 1DEAM;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;28.0
1345/2020 - 1DEAM;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;VÍTIMA;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;32.0
1345/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;35.0
1345/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;LOTEAMENTO NOVA SERRANA;MS;CAMPO GRANDE;5002704;2020;29/02/2020;23:50:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;28.0
435/2020 - DP-SIDROLANDIA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;RESIDENCIAL OLENKA;MS;SIDROLÂNDIA;5007901;2020;24/02/2020;08:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;42.0
435/2020 - DP-SIDROLANDIA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;RESIDENCIAL OLENKA;MS;SIDROLÂNDIA;5007901;2020;24/02/2020;08:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;PRETA;38.0
14/2020 - DAM-FATIMA DO SUL;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;FÁTIMA DO SUL;5003801;2020;20/02/2020;04:30:00;AUTOR;MASCULINO;BRASILEIRO(A);NAO ALFABETIZADO;PARDA;41.0
14/2020 - DAM-FATIMA DO SUL;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;FÁTIMA DO SUL;5003801;2020;20/02/2020;04:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);ALFABETIZADO;PARDA;41.0
36/2020 - DP-SÃO GABRIEL;FEMINICIDIO MAJORADO, SE PRATICADO DURANTE A GESTAÇAO OU NOS E (TRES) MESES POSTERIORES AO PARTO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;SÃO GABRIEL DO OESTE;5007695;2020;19/01/2020;06:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;19.0
36/2020 - DP-SÃO GABRIEL;FEMINICIDIO MAJORADO, SE PRATICADO DURANTE A GESTAÇAO OU NOS E (TRES) MESES POSTERIORES AO PARTO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;SÃO GABRIEL DO OESTE;5007695;2020;19/01/2020;06:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;17.0
394/2020 - 1DEAM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CARANDA BOSQUE;MS;CAMPO GRANDE;5002704;2020;18/01/2020;09:10:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;57.0
15/2020 - 1DP-JARDIM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;VILA ANGELICA;MS;JARDIM;5005004;2020;02/01/2020;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR COMPLETO;PARDA;30.0
6862/2019 - DEPAC-DDOS;HOMICIDIO SIMPLES;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;PARQUE ALVORADA;MS;DOURADOS;5003702;2019;23/12/2019;17:25:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;19.0
6862/2019 - DEPAC-DDOS;HOMICIDIO SIMPLES;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;PARQUE ALVORADA;MS;DOURADOS;5003702;2019;23/12/2019;17:25:00;VÍTIMA;FEMININO;N/I;N/I;N/I;42.0
6862/2019 - DEPAC-DDOS;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;PARQUE ALVORADA;MS;DOURADOS;5003702;2019;23/12/2019;17:25:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;19.0
6862/2019 - DEPAC-DDOS;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARQUE ALVORADA;MS;DOURADOS;5003702;2019;23/12/2019;17:25:00;AUTOR;MASCULINO;BRASILEIRO(A);ALFABETIZADO;PARDA;19.0
3928/2019 - 1DP-PONTA PORÃ;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;ZONA RURAL;MS;PONTA PORÃ;5006606;2019;23/12/2019;00:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;PARDA;27.0
3928/2019 - 1DP-PONTA PORÃ;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;ZONA RURAL;MS;PONTA PORÃ;5006606;2019;23/12/2019;00:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);ALFABETIZADO;N/I;48.0
3928/2019 - 1DP-PONTA PORÃ;FURTO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS;ZONA RURAL;MS;PONTA PORÃ;5006606;2019;23/12/2019;00:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;PARDA;27.0
425/2019 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;SAO VICENTE DE PAULA;MS;NOVA ANDRADINA;5006200;2019;14/12/2019;01:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;62.0
425/2019 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;SAO VICENTE DE PAULA;MS;NOVA ANDRADINA;5006200;2019;14/12/2019;01:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;55.0
425/2019 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO;VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA;SAO VICENTE DE PAULA;MS;NOVA ANDRADINA;5006200;2019;14/12/2019;01:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;62.0
425/2019 - DAM-NOVA ANDRADINA;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO;VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA;SAO VICENTE DE PAULA;MS;NOVA ANDRADINA;5006200;2019;14/12/2019;01:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;59.0
378/2019 - DAM-COXIM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;;MS;CORUMBÁ;5003207;2019;12/12/2019;00:01:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;BRANCA;55.0
378/2019 - DAM-COXIM;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO;VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA;;MS;CORUMBÁ;5003207;2019;12/12/2019;00:01:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;BRANCA;55.0
3109/2019 - DEPAC-TL;FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;TRÊS LAGOAS;5008305;2019;29/11/2019;23:40:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;59.0
3109/2019 - DEPAC-TL;FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;CENTRO;MS;TRÊS LAGOAS;5008305;2019;29/11/2019;23:40:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;62.0
1040/2019 - DP-MIRANDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;ZONA RURAL;MS;MIRANDA;5005608;2019;26/11/2019;20:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;35.0
1040/2019 - DP-MIRANDA;FEMINICIDIO - REVOGADO;FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;ZONA RURAL;MS;MIRANDA;5005608;2019;26/11/2019;20:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;19.0
1765/2019 - DP-MARACAJU;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARAGUAI;MS;MARACAJU;5005400;2019;26/10/2019;03:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;PARDA;47.0
1765/2019 - DP-MARACAJU;FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO;VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA;PARAGUAI;MS;MARACAJU;5005400;2019;26/10/2019;03:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR COMPLETO;N/I;43.0
2365/2019 - 1DP-PARANAIBA;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;CENTRO;MS;PARANAÍBA;5006309;2019;05/10/2019;20:20:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR COMPLETO;BRANCA;36.0
2365/2019 - 1DP-PARANAIBA;HOMICIDIO QUALIFICADO POR MOTIVO FUTIL;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;CENTRO;MS;PARANAÍBA;5006309;2019;05/10/2019;20:20:00;VÍTIMA;MASCULINO;BRASILEIRO(A);SUPERIOR INCOMPLETO;BRANCA;31.0
2365/2019 - 1DP-PARANAIBA;HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO;HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE;CENTRO;MS;PARANAÍBA;5006309;2019;05/10/2019;20:20:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR COMPLETO;BRANCA;36.0
